log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_0,doc_4,read_phi,phi_rec_19,0,0,0,billing,2025-08-05T19:22:12,benign
log_1,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-08-15T01:16:11,benign
log_2,doc_3,read_phi,phi_rec_0,1,1,0,diagnosis,2025-06-10T18:18:35,benign
log_3,doc_4,read_phi,phi_rec_17,0,0,0,marketing,2025-08-15T14:03:25,benign
log_4,doc_2,read_phi,phi_rec_7,0,0,0,billing,2025-01-30T15:42:12,benign
log_5,doc_3,read_phi,phi_rec_6,0,0,0,marketing,2025-05-17T00:07:51,benign
log_6,doc_2,read_phi,phi_rec_14,0,0,0,billing,2025-02-15T11:21:18,benign
log_7,doc_2,read_phi,phi_rec_7,0,0,0,billing,2025-01-28T15:07:12,benign
log_8,doc_3,read_phi,phi_rec_6,0,0,0,billing,2025-08-08T08:56:54,benign
log_9,bclerk_0,read_phi,phi_rec_18,0,0,1,billing,2025-02-16T14:14:01,benign
log_10,doc_2,read_phi,phi_rec_3,0,0,0,billing,2025-02-07T08:54:26,benign
log_11,doc_1,read_phi,phi_rec_11,1,1,0,research,2025-01-01T13:12:36,benign
log_12,doc_2,read_phi,phi_rec_18,0,0,0,marketing,2025-01-20T00:44:50,benign
log_13,bclerk_0,read_phi,phi_rec_7,0,0,1,billing,2025-06-11T15:00:26,benign
log_14,bclerk_1,read_phi,phi_rec_18,0,0,1,billing,2025-08-15T20:47:22,benign
log_15,doc_4,read_phi,phi_rec_17,0,0,0,marketing,2025-02-25T00:54:13,benign
log_16,bclerk_0,read_phi,phi_rec_12,0,0,1,billing,2025-01-19T09:30:51,benign
log_17,doc_4,read_phi,phi_rec_4,0,0,0,billing,2025-02-11T07:34:30,benign
log_18,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-05-18T03:33:40,benign
log_19,doc_0,read_phi,phi_rec_16,0,0,0,billing,2025-03-19T18:30:21,benign
log_20,doc_2,read_phi,phi_rec_3,1,0,0,research,2025-04-26T16:25:02,benign
log_21,doc_1,read_phi,phi_rec_13,0,0,0,marketing,2025-03-21T03:19:08,benign
log_22,doc_4,read_phi,phi_rec_12,1,0,0,research,2025-07-18T23:37:36,benign
log_23,doc_3,read_phi,phi_rec_5,1,1,0,research,2025-02-11T03:47:46,benign
log_24,doc_2,read_phi,phi_rec_14,0,0,0,billing,2025-02-07T13:38:18,benign
log_25,bclerk_0,read_phi,phi_rec_2,0,0,1,billing,2025-08-28T03:34:28,benign
log_26,doc_4,read_phi,phi_rec_19,0,0,0,billing,2025-06-01T07:16:28,benign
log_27,bclerk_0,read_phi,phi_rec_18,0,0,1,billing,2025-05-02T15:19:30,benign
log_28,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-04-03T07:15:53,benign
log_29,doc_1,read_phi,phi_rec_13,1,0,0,diagnosis,2025-03-29T09:56:02,benign
log_30,bclerk_1,read_phi,phi_rec_15,0,0,1,billing,2025-05-24T06:27:50,benign
log_31,doc_2,read_phi,phi_rec_7,1,1,0,diagnosis,2025-08-15T16:56:42,benign
log_32,bclerk_0,read_phi,phi_rec_12,0,0,1,billing,2025-08-01T01:55:12,benign
log_33,doc_2,read_phi,phi_rec_3,1,0,0,diagnosis,2025-07-23T20:03:56,benign
log_34,doc_2,read_phi,phi_rec_9,0,0,0,billing,2025-08-06T03:32:27,benign
log_35,bclerk_0,read_phi,phi_rec_19,0,0,1,billing,2025-04-17T01:13:07,benign
log_36,doc_1,read_phi,phi_rec_13,0,0,0,marketing,2025-06-26T23:30:08,benign
log_37,doc_1,read_phi,phi_rec_15,1,1,0,diagnosis,2025-04-15T21:07:25,benign
log_38,doc_2,read_phi,phi_rec_9,0,0,0,diagnosis,2025-08-24T16:46:59,benign
log_39,bclerk_1,read_phi,phi_rec_4,0,0,1,billing,2025-02-15T16:37:24,benign
log_40,doc_4,read_phi,phi_rec_17,0,0,0,marketing,2025-06-17T11:54:07,benign
log_41,doc_2,read_phi,phi_rec_7,1,0,0,diagnosis,2025-03-29T18:11:09,benign
log_42,doc_4,read_phi,phi_rec_17,0,0,0,billing,2025-04-15T06:41:10,benign
log_43,doc_0,read_phi,phi_rec_16,1,1,0,diagnosis,2025-04-30T04:29:05,benign
log_44,doc_1,read_phi,phi_rec_13,1,0,0,diagnosis,2025-05-23T13:50:58,benign
log_45,doc_0,read_phi,phi_rec_16,1,1,0,diagnosis,2025-03-23T11:21:24,benign
log_46,doc_3,read_phi,phi_rec_5,0,0,0,billing,2025-02-22T18:58:46,benign
log_47,doc_4,read_phi,phi_rec_12,0,0,0,research,2025-07-30T03:16:10,benign
log_48,doc_3,read_phi,phi_rec_8,0,0,0,marketing,2025-05-13T05:18:10,benign
log_49,bclerk_0,read_phi,phi_rec_3,0,0,1,billing,2025-06-04T16:21:20,benign
log_50,doc_3,read_phi,phi_rec_5,0,1,0,diagnosis,2025-01-26T10:32:48,benign
log_51,doc_1,read_phi,phi_rec_13,1,1,0,research,2025-01-28T08:08:17,benign
log_52,doc_1,read_phi,phi_rec_11,0,1,0,research,2025-06-07T08:42:39,benign
log_53,doc_3,read_phi,phi_rec_5,1,1,0,research,2025-01-26T13:23:25,benign
log_54,doc_3,read_phi,phi_rec_8,0,0,0,marketing,2025-04-13T19:35:56,benign
log_55,doc_4,read_phi,phi_rec_10,1,1,0,research,2025-05-03T04:56:42,benign
log_56,doc_3,read_phi,phi_rec_0,0,0,0,billing,2025-01-16T09:57:53,benign
log_57,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-05-09T17:06:59,benign
log_58,doc_4,read_phi,phi_rec_17,0,0,0,research,2025-03-15T14:12:38,benign
log_59,doc_4,read_phi,phi_rec_10,1,1,0,research,2025-03-18T23:15:50,benign
log_60,doc_4,read_phi,phi_rec_12,0,0,0,billing,2025-01-12T12:21:30,benign
log_61,bclerk_1,read_phi,phi_rec_12,0,1,0,billing,2025-01-30T07:17:44,violation_hipaa_min_necessary
log_62,doc_1,read_phi,phi_rec_15,1,1,0,diagnosis,2025-04-26T09:25:59,benign
log_63,doc_0,read_phi,phi_rec_2,0,0,0,billing,2025-08-28T18:54:31,benign
log_64,doc_2,read_phi,phi_rec_18,0,0,0,billing,2025-08-16T13:52:40,benign
log_65,doc_0,read_phi,phi_rec_16,1,1,0,diagnosis,2025-06-03T08:16:11,benign
log_66,doc_4,read_phi,phi_rec_17,0,0,0,billing,2025-04-02T09:33:53,benign
log_67,doc_3,read_phi,phi_rec_0,0,0,0,diagnosis,2025-06-08T18:17:13,benign
log_68,doc_3,read_phi,phi_rec_6,0,0,0,billing,2025-06-10T13:42:42,benign
log_69,bclerk_0,read_phi,phi_rec_9,0,0,1,billing,2025-06-12T04:30:00,benign
log_70,doc_4,read_phi,phi_rec_12,1,0,0,research,2025-03-24T16:02:42,benign
log_71,doc_3,read_phi,phi_rec_6,0,0,0,marketing,2025-02-26T20:17:39,benign
log_72,doc_3,read_phi,phi_rec_5,1,1,0,research,2025-06-16T08:44:05,benign
log_73,bclerk_0,read_phi,phi_rec_5,0,0,1,billing,2025-01-23T07:02:54,benign
log_74,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-07-05T03:04:28,benign
log_75,doc_3,read_phi,phi_rec_6,0,0,0,billing,2025-08-25T11:01:22,benign
log_76,doc_4,read_phi,phi_rec_19,0,0,0,marketing,2025-05-18T17:43:46,benign
log_77,doc_4,read_phi,phi_rec_19,0,0,0,marketing,2025-08-18T09:48:26,benign
log_78,doc_0,read_phi,phi_rec_16,1,0,0,diagnosis,2025-02-14T13:24:05,benign
log_79,doc_1,read_phi,phi_rec_15,0,0,0,marketing,2025-01-18T15:18:38,benign
log_80,bclerk_0,read_phi,phi_rec_10,0,0,1,billing,2025-03-16T00:37:15,benign
log_81,doc_0,read_phi,phi_rec_2,1,1,0,diagnosis,2025-05-20T00:32:36,benign
log_82,doc_3,read_phi,phi_rec_1,1,1,0,diagnosis,2025-04-07T08:39:24,benign
log_83,bclerk_0,read_phi,phi_rec_7,0,0,1,billing,2025-06-02T13:02:19,benign
log_84,doc_2,read_phi,phi_rec_18,0,0,0,marketing,2025-02-13T16:10:01,benign
log_85,doc_2,read_phi,phi_rec_3,0,0,0,billing,2025-02-01T22:44:59,benign
log_86,doc_2,read_phi,phi_rec_3,0,0,0,billing,2025-05-22T16:41:07,benign
log_87,bclerk_1,read_phi,phi_rec_11,0,0,1,billing,2025-03-01T11:40:58,benign
log_88,bclerk_0,read_phi,phi_rec_15,0,0,1,billing,2025-06-24T23:18:06,benign
log_89,doc_1,read_phi,phi_rec_11,0,0,0,marketing,2025-02-20T20:51:58,benign
log_90,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-04-06T06:41:40,benign
log_91,doc_3,read_phi,phi_rec_8,0,0,0,marketing,2025-08-08T03:34:58,benign
log_92,doc_3,read_phi,phi_rec_6,0,0,0,billing,2025-02-16T02:48:36,benign
log_93,doc_2,read_phi,phi_rec_9,1,1,0,diagnosis,2025-08-14T21:30:57,benign
log_94,doc_4,read_phi,phi_rec_17,0,0,0,billing,2025-06-08T00:24:17,benign
log_95,doc_2,read_phi,phi_rec_14,0,0,0,billing,2025-05-10T21:19:44,benign
log_96,doc_3,read_phi,phi_rec_0,0,0,0,billing,2025-03-08T04:57:24,benign
log_97,doc_4,read_phi,phi_rec_17,1,1,0,diagnosis,2025-07-24T20:56:09,benign
log_98,doc_2,read_phi,phi_rec_9,0,0,0,billing,2025-08-18T11:28:54,benign
log_99,doc_1,read_phi,phi_rec_11,1,1,0,diagnosis,2025-03-11T19:00:15,benign
log_100,doc_1,read_phi,phi_rec_11,0,0,0,marketing,2025-06-01T10:34:59,benign
log_101,doc_0,read_phi,phi_rec_2,0,0,0,billing,2025-03-11T06:44:02,benign
log_102,doc_4,read_phi,phi_rec_10,1,1,0,research,2025-07-27T00:29:59,benign
log_103,bclerk_0,read_phi,phi_rec_12,0,0,1,billing,2025-01-14T03:16:09,benign
log_104,doc_3,read_phi,phi_rec_1,1,1,0,diagnosis,2025-06-18T21:44:19,benign
log_105,doc_3,read_phi,phi_rec_1,0,0,0,marketing,2025-05-11T08:58:02,benign
log_106,doc_2,read_phi,phi_rec_3,0,0,0,marketing,2025-05-23T12:52:43,benign
log_107,doc_4,read_phi,phi_rec_10,0,0,0,billing,2025-04-28T20:59:12,benign
log_108,doc_1,read_phi,phi_rec_15,1,1,0,diagnosis,2025-07-10T22:52:05,benign
log_109,doc_2,read_phi,phi_rec_9,1,1,0,research,2025-08-17T13:34:33,benign
log_110,bclerk_0,read_phi,phi_rec_0,0,0,1,billing,2025-06-13T15:17:19,benign
log_111,bclerk_0,read_phi,phi_rec_9,0,0,1,billing,2025-06-03T04:19:30,benign
log_112,doc_3,read_phi,phi_rec_8,1,0,0,diagnosis,2025-04-03T15:46:52,benign
log_113,doc_3,read_phi,phi_rec_6,0,0,0,billing,2025-01-29T13:43:09,benign
log_114,bclerk_0,read_phi,phi_rec_10,0,0,1,billing,2025-01-15T15:54:00,benign
log_115,doc_2,read_phi,phi_rec_3,1,1,0,research,2025-04-17T05:29:54,benign
log_116,doc_3,read_phi,phi_rec_5,1,1,0,research,2025-07-19T22:31:58,benign
log_117,doc_4,read_phi,phi_rec_12,1,0,0,research,2025-06-03T15:12:52,benign
log_118,doc_2,read_phi,phi_rec_7,1,0,0,diagnosis,2025-04-16T14:46:10,benign
log_119,doc_3,read_phi,phi_rec_6,0,0,0,marketing,2025-03-04T19:24:24,benign
log_120,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-04-01T09:21:45,benign
log_121,bclerk_0,read_phi,phi_rec_6,1,0,0,billing,2025-07-03T08:29:43,violation_hipaa_min_necessary
log_122,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-06-22T23:22:02,benign
log_123,bclerk_1,read_phi,phi_rec_14,0,0,1,billing,2025-06-16T22:39:00,benign
log_124,doc_4,read_phi,phi_rec_4,0,0,0,marketing,2025-02-18T14:51:37,benign
log_125,doc_1,read_phi,phi_rec_13,1,0,0,research,2025-02-14T18:57:00,benign
log_126,doc_0,read_phi,phi_rec_16,0,0,0,billing,2025-08-22T16:29:52,benign
log_127,doc_2,read_phi,phi_rec_9,0,0,0,billing,2025-05-04T07:13:20,benign
log_128,doc_2,read_phi,phi_rec_14,1,1,0,diagnosis,2025-05-05T23:03:16,benign
log_129,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-05-24T13:11:48,benign
log_130,doc_4,read_phi,phi_rec_12,0,0,0,billing,2025-05-29T17:11:34,benign
log_131,doc_3,read_phi,phi_rec_5,1,1,0,diagnosis,2025-08-07T16:15:41,benign
log_132,doc_3,read_phi,phi_rec_8,0,0,0,billing,2025-02-19T00:36:57,benign
log_133,bclerk_0,read_phi,phi_rec_17,0,0,1,billing,2025-03-03T08:14:42,benign
log_134,doc_1,read_phi,phi_rec_13,0,0,0,marketing,2025-07-18T10:54:13,benign
log_135,doc_2,read_phi,phi_rec_14,0,0,0,marketing,2025-03-21T08:49:21,benign
log_136,doc_2,read_phi,phi_rec_7,0,0,0,billing,2025-06-21T04:07:39,benign
log_137,doc_4,read_phi,phi_rec_12,0,1,0,research,2025-06-21T01:51:02,benign
log_138,doc_2,read_phi,phi_rec_7,0,0,0,billing,2025-01-04T16:55:58,benign
log_139,doc_3,read_phi,phi_rec_0,1,1,0,diagnosis,2025-02-11T02:16:11,benign
log_140,doc_4,read_phi,phi_rec_19,1,0,0,research,2025-07-10T01:51:31,violation_gdpr_art18
log_141,bclerk_0,read_phi,phi_rec_7,0,0,1,billing,2025-02-18T00:24:39,benign
log_142,doc_2,read_phi,phi_rec_3,1,1,0,research,2025-01-22T18:10:30,benign
log_143,doc_2,read_phi,phi_rec_3,1,1,0,diagnosis,2025-01-19T00:50:40,benign
log_144,doc_2,read_phi,phi_rec_7,0,0,0,marketing,2025-05-01T18:03:28,benign
log_145,doc_0,read_phi,phi_rec_16,1,1,0,diagnosis,2025-03-24T18:45:49,benign
log_146,doc_4,read_phi,phi_rec_12,1,1,0,research,2025-06-19T13:34:02,benign
log_147,bclerk_1,read_phi,phi_rec_1,0,0,1,billing,2025-01-06T00:40:57,benign
log_148,doc_4,read_phi,phi_rec_17,0,0,0,billing,2025-08-04T23:54:55,benign
log_149,doc_0,read_phi,phi_rec_16,0,0,0,billing,2025-06-13T22:53:12,benign
log_150,doc_0,read_phi,phi_rec_2,1,1,0,diagnosis,2025-01-02T01:21:14,benign
log_151,bclerk_0,read_phi,phi_rec_9,0,0,1,billing,2025-05-05T03:05:54,benign
log_152,doc_2,read_phi,phi_rec_7,0,0,0,marketing,2025-06-18T11:44:53,benign
log_153,doc_0,read_phi,phi_rec_16,0,1,0,diagnosis,2025-08-01T09:09:19,benign
log_154,doc_4,read_phi,phi_rec_10,0,0,0,billing,2025-05-29T14:12:46,benign
log_155,doc_1,read_phi,phi_rec_15,0,0,0,billing,2025-03-06T16:35:00,benign
log_156,bclerk_1,read_phi,phi_rec_10,0,0,1,billing,2025-05-20T05:54:20,benign
log_157,doc_3,read_phi,phi_rec_0,0,0,0,billing,2025-03-15T13:21:37,benign
log_158,doc_3,read_phi,phi_rec_5,1,1,0,diagnosis,2025-07-26T09:42:57,benign
log_159,doc_3,read_phi,phi_rec_5,0,0,0,billing,2025-03-11T05:41:25,benign
log_160,doc_3,read_phi,phi_rec_8,1,1,0,diagnosis,2025-01-19T19:19:35,benign
log_161,bclerk_1,read_phi,phi_rec_8,0,0,1,billing,2025-06-17T06:00:33,benign
log_162,doc_3,read_phi,phi_rec_5,1,1,0,diagnosis,2025-08-14T06:17:52,benign
log_163,bclerk_1,read_phi,phi_rec_0,0,0,1,billing,2025-08-16T10:30:28,benign
log_164,doc_1,read_phi,phi_rec_18,0,1,0,marketing,2025-06-26T21:40:45,violation_hipaa_auth
log_165,doc_3,read_phi,phi_rec_1,1,1,0,diagnosis,2025-06-01T04:05:06,benign
log_166,doc_4,read_phi,phi_rec_19,0,0,0,marketing,2025-06-25T05:04:22,benign
log_167,doc_1,read_phi,phi_rec_11,0,0,0,marketing,2025-08-19T04:11:01,benign
log_168,doc_4,read_phi,phi_rec_19,0,0,0,billing,2025-02-23T04:19:08,benign
log_169,doc_3,read_phi,phi_rec_0,1,1,0,diagnosis,2025-06-27T04:39:39,benign
log_170,doc_4,read_phi,phi_rec_4,1,1,0,diagnosis,2025-04-27T04:37:23,benign
log_171,bclerk_0,read_phi,phi_rec_16,0,0,1,billing,2025-01-24T16:59:25,benign
log_172,doc_4,read_phi,phi_rec_10,0,0,0,billing,2025-07-31T20:15:31,benign
log_173,doc_3,read_phi,phi_rec_5,1,1,0,diagnosis,2025-01-26T08:52:58,benign
log_174,doc_4,read_phi,phi_rec_12,0,0,0,billing,2025-01-24T16:33:38,benign
