log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_0,bclerk_1,read_phi,phi_rec_16,0,0,1,billing,2025-07-22T15:26:10,benign
log_1,bclerk_0,read_phi,phi_rec_18,0,0,1,billing,2025-08-14T03:08:56,benign
log_2,doc_1,read_phi,phi_rec_15,1,1,0,diagnosis,2025-08-16T23:55:58,benign
log_3,doc_3,read_phi,phi_rec_6,1,1,0,diagnosis,2025-03-27T14:50:28,benign
log_4,doc_3,read_phi,phi_rec_5,0,0,0,billing,2025-01-25T03:40:32,benign
log_5,doc_4,read_phi,phi_rec_4,0,1,0,diagnosis,2025-07-27T11:05:09,benign
log_6,doc_0,read_phi,phi_rec_2,1,1,0,diagnosis,2025-08-12T16:16:14,benign
log_7,doc_0,read_phi,phi_rec_2,1,1,0,diagnosis,2025-03-13T20:03:48,benign
log_8,doc_1,read_phi,phi_rec_15,0,1,0,diagnosis,2025-06-15T07:03:18,benign
log_9,doc_3,read_phi,phi_rec_8,1,1,0,diagnosis,2025-06-19T08:27:15,benign
log_10,doc_0,read_phi,phi_rec_16,1,1,0,diagnosis,2025-06-01T22:57:30,benign
log_11,doc_1,read_phi,phi_rec_11,0,0,0,billing,2025-03-20T23:57:44,benign
log_12,bclerk_0,read_phi,phi_rec_5,0,0,1,billing,2025-05-13T22:35:02,benign
log_13,doc_2,read_phi,phi_rec_3,0,0,0,marketing,2025-03-09T21:26:08,benign
log_14,doc_4,read_phi,phi_rec_0,0,1,0,billing,2025-08-10T00:30:54,violation_hipaa_auth
log_15,bclerk_1,read_phi,phi_rec_11,0,0,1,billing,2025-04-08T10:51:43,benign
log_16,doc_3,read_phi,phi_rec_0,1,1,0,diagnosis,2025-04-20T02:01:15,benign
log_17,doc_1,read_phi,phi_rec_15,1,1,0,research,2025-02-21T09:32:17,benign
log_18,doc_4,read_phi,phi_rec_12,1,1,0,research,2025-05-10T20:50:58,benign
log_19,doc_2,read_phi,phi_rec_7,0,0,0,billing,2025-08-09T15:33:18,benign
log_20,bclerk_0,read_phi,phi_rec_12,0,0,1,billing,2025-06-12T10:09:14,benign
log_21,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-01-25T19:27:48,benign
log_22,doc_3,read_phi,phi_rec_5,0,0,0,research,2025-08-23T13:28:38,benign
log_23,doc_3,read_phi,phi_rec_1,0,0,0,billing,2025-05-02T04:35:37,benign
log_24,bclerk_0,read_phi,phi_rec_13,0,0,1,billing,2025-08-02T00:58:08,benign
log_25,bclerk_0,read_phi,phi_rec_4,0,0,1,billing,2025-06-06T01:12:15,benign
log_26,bclerk_1,read_phi,phi_rec_10,0,0,1,billing,2025-03-24T22:11:38,benign
log_27,doc_3,read_phi,phi_rec_0,1,1,0,diagnosis,2025-03-19T02:18:24,benign
log_28,bclerk_1,read_phi,phi_rec_5,0,0,1,billing,2025-07-04T16:57:51,benign
log_29,bclerk_1,read_phi,phi_rec_2,0,0,1,billing,2025-04-17T16:31:06,benign
log_30,bclerk_0,read_phi,phi_rec_8,0,0,1,billing,2025-07-22T06:49:06,benign
log_31,bclerk_1,read_phi,phi_rec_3,0,0,1,billing,2025-04-19T02:58:03,benign
log_32,bclerk_0,read_phi,phi_rec_1,0,0,1,billing,2025-04-11T20:17:38,benign
log_33,doc_1,read_phi,phi_rec_11,0,0,0,diagnosis,2025-08-24T23:12:35,benign
log_34,doc_2,read_phi,phi_rec_14,0,0,0,billing,2025-07-28T21:51:34,benign
log_35,doc_4,read_phi,phi_rec_12,0,0,0,billing,2025-01-04T10:55:36,benign
