log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_0,bclerk_7,read_phi,phi_rec_744,0,0,1,billing,2025-08-08T13:43:50,benign
log_1,doc_22,read_phi,phi_rec_1156,1,1,0,diagnosis,2025-06-01T10:12:09,benign
log_2,doc_6,read_phi,phi_rec_352,1,1,0,diagnosis,2025-01-02T10:27:24,benign
log_3,doc_3,read_phi,phi_rec_78,0,1,0,diagnosis,2025-08-11T12:45:31,violation_hipaa_auth
log_4,bclerk_9,read_phi,phi_rec_302,0,1,0,billing,2025-05-28T12:41:07,violation_hipaa_min_necessary
log_5,bclerk_12,read_phi,phi_rec_54,1,0,0,billing,2025-08-09T14:33:07,violation_hipaa_min_necessary
log_6,bclerk_5,read_phi,phi_rec_1456,0,0,1,billing,2025-02-23T12:40:35,benign
log_7,doc_21,read_phi,phi_rec_443,0,0,0,marketing,2025-01-29T08:51:32,benign
log_8,bclerk_2,read_phi,phi_rec_835,0,1,0,billing,2025-05-17T03:45:44,violation_hipaa_min_necessary
log_9,bclerk_6,read_phi,phi_rec_1834,0,0,1,billing,2025-04-06T09:34:52,benign
log_10,doc_24,read_phi,phi_rec_460,0,0,0,billing,2025-04-04T05:28:19,benign
log_11,doc_18,read_phi,phi_rec_813,0,0,0,diagnosis,2025-07-24T12:08:12,benign
log_12,doc_16,read_phi,phi_rec_44,0,0,0,marketing,2025-04-03T01:09:34,benign
log_13,doc_41,read_phi,phi_rec_1251,0,0,0,billing,2025-02-11T10:08:40,benign
log_14,doc_2,read_phi,phi_rec_1746,1,1,0,diagnosis,2025-06-13T12:28:02,benign
log_15,doc_25,read_phi,phi_rec_1999,0,0,0,marketing,2025-02-10T16:58:53,benign
log_16,doc_26,read_phi,phi_rec_1237,0,0,0,billing,2025-03-07T20:52:06,benign
log_17,doc_23,read_phi,phi_rec_841,1,1,0,research,2025-05-24T00:38:29,benign
log_18,doc_1,read_phi,phi_rec_1287,0,0,0,billing,2025-07-21T10:47:43,benign
log_19,doc_8,read_phi,phi_rec_400,1,1,0,research,2025-04-25T23:19:01,benign
log_20,doc_13,read_phi,phi_rec_84,0,0,0,marketing,2025-01-14T13:18:00,benign
log_21,doc_9,read_phi,phi_rec_551,0,0,0,billing,2025-05-15T17:08:03,benign
log_22,doc_10,read_phi,phi_rec_225,0,0,0,billing,2025-03-06T08:58:36,benign
log_23,doc_3,read_phi,phi_rec_1181,0,0,0,billing,2025-01-30T13:56:42,benign
log_24,doc_45,read_phi,phi_rec_1448,1,1,0,diagnosis,2025-08-04T02:52:42,benign
log_25,doc_48,read_phi,phi_rec_313,1,1,0,diagnosis,2025-07-11T11:29:07,benign
log_26,doc_49,read_phi,phi_rec_1806,0,0,0,marketing,2025-04-22T20:43:21,benign
log_27,doc_43,read_phi,phi_rec_686,0,0,0,diagnosis,2025-06-08T18:55:33,benign
log_28,doc_12,read_phi,phi_rec_536,1,1,0,diagnosis,2025-05-09T20:30:19,benign
log_29,doc_36,read_phi,phi_rec_296,0,0,0,billing,2025-08-04T17:26:17,benign
log_30,doc_33,read_phi,phi_rec_1803,0,0,0,billing,2025-05-15T13:51:28,benign
log_31,doc_25,read_phi,phi_rec_965,0,0,0,research,2025-02-07T22:44:56,benign
log_32,doc_2,read_phi,phi_rec_315,1,1,0,diagnosis,2025-07-20T19:54:24,benign
log_33,doc_45,read_phi,phi_rec_1595,0,0,0,marketing,2025-03-21T13:59:38,benign
log_34,doc_11,read_phi,phi_rec_1235,1,1,0,diagnosis,2025-03-07T11:48:47,benign
log_35,doc_1,read_phi,phi_rec_1624,1,1,0,diagnosis,2025-07-06T16:29:37,benign
log_36,doc_20,read_phi,phi_rec_1384,1,1,0,research,2025-07-08T22:48:06,benign
log_37,bclerk_12,read_phi,phi_rec_1588,1,0,0,billing,2025-03-03T18:25:34,violation_hipaa_min_necessary
log_38,doc_36,read_phi,phi_rec_1694,1,1,0,diagnosis,2025-03-07T05:53:10,benign
log_39,doc_1,read_phi,phi_rec_1317,0,0,0,billing,2025-07-20T20:05:22,benign
log_40,doc_21,read_phi,phi_rec_1353,0,0,0,billing,2025-06-07T07:02:05,benign
log_41,doc_11,read_phi,phi_rec_1203,0,0,0,billing,2025-03-08T12:57:28,benign
log_42,bclerk_9,read_phi,phi_rec_109,0,0,1,billing,2025-05-26T15:42:06,benign
log_43,bclerk_1,read_phi,phi_rec_1319,0,0,1,billing,2025-06-07T08:37:42,benign
log_44,doc_18,read_phi,phi_rec_1037,0,0,0,marketing,2025-01-16T04:29:40,benign
log_45,doc_6,read_phi,phi_rec_208,0,0,0,billing,2025-08-02T21:45:19,benign
log_46,doc_17,read_phi,phi_rec_968,1,1,0,diagnosis,2025-04-28T11:04:19,benign
log_47,bclerk_13,read_phi,phi_rec_1877,0,0,1,billing,2025-06-27T10:48:42,benign
log_48,doc_40,read_phi,phi_rec_140,0,0,0,marketing,2025-08-08T20:37:23,benign
log_49,bclerk_8,read_phi,phi_rec_188,0,0,1,billing,2025-07-07T07:17:11,benign
log_50,doc_33,read_phi,phi_rec_227,1,1,0,diagnosis,2025-01-23T00:33:41,benign
log_51,bclerk_2,read_phi,phi_rec_1201,0,0,1,billing,2025-03-19T02:10:53,benign
log_52,doc_45,read_phi,phi_rec_1765,0,0,0,marketing,2025-08-22T16:27:45,benign
log_53,doc_48,read_phi,phi_rec_1413,0,0,0,marketing,2025-08-06T07:20:41,benign
log_54,doc_16,read_phi,phi_rec_1597,1,1,0,diagnosis,2025-07-13T07:16:58,benign
log_55,bclerk_4,read_phi,phi_rec_562,0,0,1,billing,2025-01-04T11:37:32,benign
log_56,doc_8,read_phi,phi_rec_1939,1,1,0,research,2025-06-14T00:03:28,benign
log_57,doc_22,read_phi,phi_rec_752,0,0,0,marketing,2025-02-26T11:56:30,benign
log_58,doc_15,read_phi,phi_rec_1916,0,0,0,marketing,2025-05-20T11:41:17,benign
log_59,doc_47,read_phi,phi_rec_1254,1,1,0,diagnosis,2025-07-02T21:44:46,benign
log_60,doc_2,read_phi,phi_rec_1452,1,1,0,research,2025-06-05T16:27:15,benign
log_61,doc_22,read_phi,phi_rec_1463,1,1,0,diagnosis,2025-06-23T04:54:02,benign
