log_id,principal,action,resource,lab_result,clinical_note,billing_info,purpose,timestamp,label
log_0,bclerk_0,read_phi,phi_rec_164,0,0,1,billing,2025-05-28T14:10:38,benign
log_1,doc_0,read_phi,phi_rec_96,1,1,0,diagnosis,2025-06-28T08:10:38,benign
log_2,bclerk_0,read_phi,phi_rec_178,0,0,1,billing,2025-06-30T16:06:14,benign
log_3,doc_4,read_phi,phi_rec_196,0,0,0,marketing,2025-08-07T05:55:18,benign
log_4,doc_3,read_phi,phi_rec_26,1,1,0,diagnosis,2025-08-14T15:29:33,benign
log_5,doc_4,read_phi,phi_rec_17,0,0,0,marketing,2025-08-15T22:46:18,benign
log_6,doc_1,read_phi,phi_rec_85,1,1,0,diagnosis,2025-07-23T05:43:26,benign
log_7,doc_4,read_phi,phi_rec_173,0,0,0,billing,2025-01-17T13:24:03,benign
log_8,doc_1,read_phi,phi_rec_51,1,1,0,diagnosis,2025-07-29T06:09:19,benign
log_9,bclerk_0,read_phi,phi_rec_183,0,0,1,billing,2025-08-11T03:52:42,benign
log_10,doc_2,read_phi,phi_rec_126,1,1,0,diagnosis,2025-05-21T01:55:04,benign
log_11,bclerk_0,read_phi,phi_rec_188,0,0,1,billing,2025-04-17T11:14:18,benign
log_12,doc_3,read_phi,phi_rec_1,1,0,0,diagnosis,2025-05-09T04:47:34,benign
log_13,bclerk_0,read_phi,phi_rec_4,0,0,1,billing,2025-07-27T07:18:04,benign
log_14,bclerk_0,read_phi,phi_rec_20,0,0,1,billing,2025-02-28T16:16:30,benign
log_15,doc_4,read_phi,phi_rec_104,1,1,0,diagnosis,2025-08-07T20:15:30,benign
log_16,doc_2,read_phi,phi_rec_60,1,1,0,diagnosis,2025-05-13T22:57:59,benign
log_17,doc_0,read_phi,phi_rec_147,0,0,0,marketing,2025-05-25T01:34:03,benign
log_18,doc_4,read_phi,phi_rec_104,0,1,0,research,2025-02-28T09:01:09,benign
log_19,doc_4,read_phi,phi_rec_134,0,0,0,billing,2025-07-16T08:20:56,benign
log_20,doc_0,read_phi,phi_rec_28,0,0,0,marketing,2025-08-15T07:27:16,benign
log_21,doc_3,read_phi,phi_rec_158,0,0,0,marketing,2025-03-06T06:31:51,benign
log_22,doc_1,read_phi,phi_rec_119,0,0,0,billing,2025-03-13T19:36:24,benign
log_23,doc_0,read_phi,phi_rec_92,0,0,0,billing,2025-02-28T03:26:31,benign
log_24,doc_4,read_phi,phi_rec_45,0,0,0,billing,2025-02-01T10:06:18,benign
log_25,bclerk_0,read_phi,phi_rec_95,1,0,0,billing,2025-05-17T15:13:22,violation_hipaa_min_necessary
