log_id,principal,action,resource,lab_result,clinical_note,billing_info,request_timestamp,process_timestamp,label
req_ben_349,pat_1272,request_deactivation,phi_rec_1272,0,0,0,2025-08-23T00:00:00,2025-09-06T00:00:00,benign
req_ben_408,pat_319,request_deactivation,phi_rec_319,0,0,0,2025-08-04T00:00:00,2025-08-07T00:00:00,benign
req_ben_138,pat_460,request_access,phi_rec_460,1,0,1,2025-08-23T00:00:00,2025-09-01T00:00:00,benign
req_ben_136,pat_1044,request_access,phi_rec_1044,0,1,0,2025-08-13T00:00:00,2025-09-01T00:00:00,benign
req_ben_571,pat_1638,request_access,phi_rec_1638,1,0,0,2025-08-16T00:00:00,2025-08-29T00:00:00,benign
req_ben_528,pat_1794,request_access,phi_rec_1794,1,1,1,2025-08-30T00:00:00,2025-09-06T00:00:00,benign
req_ben_948,pat_1146,request_access,phi_rec_1146,0,1,1,2025-08-09T00:00:00,2025-08-25T00:00:00,benign
req_ben_655,pat_333,request_access,phi_rec_333,1,0,0,2025-08-06T00:00:00,2025-08-18T00:00:00,benign
req_ben_526,pat_675,request_access,phi_rec_675,1,0,1,2025-08-19T00:00:00,2025-08-29T00:00:00,benign
req_ben_519,pat_1661,request_deactivation,phi_rec_1661,0,0,0,2025-08-26T00:00:00,2025-09-05T00:00:00,benign
req_ben_160,pat_1129,request_deactivation,phi_rec_1129,0,0,0,2025-08-06T00:00:00,2025-08-12T00:00:00,benign
req_ben_239,pat_641,request_access,phi_rec_641,1,0,1,2025-08-13T00:00:00,2025-09-05T00:00:00,benign
req_ben_653,pat_1418,request_deactivation,phi_rec_1418,0,0,0,2025-08-15T00:00:00,2025-08-30T00:00:00,benign
req_ben_196,pat_772,request_access,phi_rec_772,0,1,0,2025-08-12T00:00:00,2025-08-20T00:00:00,benign
req_ben_331,pat_1503,request_deactivation,phi_rec_1503,0,0,0,2025-08-09T00:00:00,2025-08-13T00:00:00,benign
req_ben_547,pat_1373,request_access,phi_rec_1373,0,0,1,2025-08-10T00:00:00,2025-08-22T00:00:00,benign
req_ben_61,pat_462,request_access,phi_rec_462,1,1,0,2025-08-19T00:00:00,2025-09-07T00:00:00,benign
req_ben_439,pat_1666,request_access,phi_rec_1666,1,1,1,2025-08-22T00:00:00,2025-09-04T00:00:00,benign
req_ben_559,pat_510,request_access,phi_rec_510,0,0,1,2025-08-24T00:00:00,2025-09-02T00:00:00,benign
req_ben_806,pat_1909,request_access,phi_rec_1909,1,1,1,2025-08-04T00:00:00,2025-08-13T00:00:00,benign
req_ben_176,pat_1803,request_access,phi_rec_1803,1,0,0,2025-08-21T00:00:00,2025-09-03T00:00:00,benign
req_ben_394,pat_1843,request_access,phi_rec_1843,0,1,1,2025-08-20T00:00:00,2025-09-11T00:00:00,benign
req_ben_723,pat_1483,request_access,phi_rec_1483,1,1,1,2025-08-10T00:00:00,2025-09-01T00:00:00,benign
req_ben_566,pat_1997,request_access,phi_rec_1997,1,0,0,2025-08-09T00:00:00,2025-08-13T00:00:00,benign
req_ben_110,pat_1602,request_deactivation,phi_rec_1602,0,0,0,2025-08-14T00:00:00,2025-08-19T00:00:00,benign
req_ben_404,pat_890,request_access,phi_rec_890,0,1,1,2025-08-09T00:00:00,2025-08-22T00:00:00,benign
req_ben_793,pat_121,request_access,phi_rec_121,1,1,1,2025-08-25T00:00:00,2025-09-16T00:00:00,benign
req_vio_27,pat_256,request_deactivation,phi_rec_256,0,0,0,2025-03-26T00:00:00,,violation_gdpr_art17
req_ben_218,pat_1204,request_access,phi_rec_1204,0,0,1,2025-08-26T00:00:00,2025-09-10T00:00:00,benign
req_ben_225,pat_1525,request_access,phi_rec_1525,1,0,0,2025-08-20T00:00:00,2025-09-05T00:00:00,benign
req_ben_807,pat_864,request_deactivation,phi_rec_864,0,0,0,2025-08-05T00:00:00,2025-08-30T00:00:00,benign
req_ben_561,pat_583,request_access,phi_rec_583,1,0,0,2025-08-20T00:00:00,2025-09-11T00:00:00,benign
req_ben_385,pat_9,request_deactivation,phi_rec_9,0,0,0,2025-08-20T00:00:00,2025-08-30T00:00:00,benign
req_ben_927,pat_628,request_access,phi_rec_628,0,1,1,2025-08-09T00:00:00,2025-08-23T00:00:00,benign
req_ben_708,pat_680,request_access,phi_rec_680,1,0,1,2025-08-26T00:00:00,2025-09-04T00:00:00,benign
req_vio_3,pat_983,request_deactivation,phi_rec_983,0,0,0,2025-06-26T00:00:00,,violation_gdpr_art17
req_ben_676,pat_413,request_deactivation,phi_rec_413,0,0,0,2025-08-22T00:00:00,2025-08-29T00:00:00,benign
req_ben_406,pat_76,request_deactivation,phi_rec_76,0,0,0,2025-08-16T00:00:00,2025-08-26T00:00:00,benign
req_ben_753,pat_1326,request_access,phi_rec_1326,1,1,1,2025-08-12T00:00:00,2025-08-18T00:00:00,benign
req_ben_327,pat_1432,request_access,phi_rec_1432,1,0,0,2025-08-05T00:00:00,2025-08-10T00:00:00,benign
req_ben_326,pat_35,request_access,phi_rec_35,1,1,1,2025-08-13T00:00:00,2025-09-06T00:00:00,benign
req_ben_862,pat_601,request_access,phi_rec_601,0,0,1,2025-08-20T00:00:00,2025-09-10T00:00:00,benign
req_ben_164,pat_109,request_access,phi_rec_109,1,1,1,2025-08-05T00:00:00,2025-08-22T00:00:00,benign
req_ben_587,pat_103,request_deactivation,phi_rec_103,0,0,0,2025-08-24T00:00:00,2025-09-05T00:00:00,benign
req_ben_520,pat_674,request_access,phi_rec_674,1,1,0,2025-08-11T00:00:00,2025-08-16T00:00:00,benign
req_ben_689,pat_206,request_access,phi_rec_206,0,0,1,2025-08-25T00:00:00,2025-09-02T00:00:00,benign
req_ben_3,pat_1574,request_access,phi_rec_1574,0,1,1,2025-08-13T00:00:00,2025-08-16T00:00:00,benign
req_ben_440,pat_479,request_access,phi_rec_479,0,1,0,2025-08-29T00:00:00,2025-09-16T00:00:00,benign
req_ben_228,pat_213,request_deactivation,phi_rec_213,0,0,0,2025-08-03T00:00:00,2025-08-08T00:00:00,benign
req_ben_790,pat_1259,request_access,phi_rec_1259,1,1,1,2025-08-27T00:00:00,2025-09-11T00:00:00,benign
req_ben_732,pat_1705,request_access,phi_rec_1705,0,1,0,2025-08-16T00:00:00,2025-08-30T00:00:00,benign
req_ben_804,pat_1417,request_access,phi_rec_1417,1,1,1,2025-08-05T00:00:00,2025-08-25T00:00:00,benign
req_ben_419,pat_1329,request_access,phi_rec_1329,1,1,1,2025-08-12T00:00:00,2025-08-15T00:00:00,benign
req_ben_511,pat_564,request_access,phi_rec_564,1,1,1,2025-08-25T00:00:00,2025-09-07T00:00:00,benign
req_ben_231,pat_362,request_access,phi_rec_362,1,1,1,2025-08-18T00:00:00,2025-08-24T00:00:00,benign
req_ben_323,pat_1087,request_access,phi_rec_1087,0,0,1,2025-08-22T00:00:00,2025-08-30T00:00:00,benign
req_ben_894,pat_70,request_access,phi_rec_70,1,1,1,2025-08-20T00:00:00,2025-09-13T00:00:00,benign
req_ben_474,pat_1460,request_deactivation,phi_rec_1460,0,0,0,2025-08-02T00:00:00,2025-08-04T00:00:00,benign
req_ben_866,pat_877,request_access,phi_rec_877,1,0,1,2025-08-26T00:00:00,2025-08-27T00:00:00,benign
req_vio_17,pat_315,request_deactivation,phi_rec_315,0,0,0,2025-05-31T00:00:00,,violation_gdpr_art17
req_ben_362,pat_1447,request_access,phi_rec_1447,0,0,1,2025-08-03T00:00:00,2025-08-23T00:00:00,benign
req_ben_75,pat_691,request_access,phi_rec_691,1,1,0,2025-08-05T00:00:00,2025-08-22T00:00:00,benign
req_ben_941,pat_787,request_access,phi_rec_787,1,1,1,2025-08-23T00:00:00,2025-09-03T00:00:00,benign
req_ben_903,pat_1074,request_deactivation,phi_rec_1074,0,0,0,2025-08-22T00:00:00,2025-09-07T00:00:00,benign
req_vio_40,pat_580,request_access,phi_rec_580,0,0,1,2025-06-07T00:00:00,,violation_gdpr_art15
req_ben_664,pat_1883,request_access,phi_rec_1883,1,0,1,2025-08-10T00:00:00,2025-08-24T00:00:00,benign
req_ben_840,pat_1446,request_deactivation,phi_rec_1446,0,0,0,2025-08-30T00:00:00,2025-09-17T00:00:00,benign
req_ben_560,pat_1007,request_access,phi_rec_1007,1,0,1,2025-08-04T00:00:00,2025-08-16T00:00:00,benign
req_ben_74,pat_483,request_deactivation,phi_rec_483,0,0,0,2025-08-25T00:00:00,2025-09-07T00:00:00,benign
req_ben_801,pat_1376,request_access,phi_rec_1376,0,1,1,2025-08-16T00:00:00,2025-08-24T00:00:00,benign
req_ben_219,pat_570,request_access,phi_rec_570,1,1,1,2025-08-18T00:00:00,2025-08-21T00:00:00,benign
req_ben_281,pat_1565,request_access,phi_rec_1565,0,0,1,2025-08-22T00:00:00,2025-09-03T00:00:00,benign
req_ben_254,pat_497,request_access,phi_rec_497,0,1,1,2025-08-16T00:00:00,2025-08-25T00:00:00,benign
req_ben_719,pat_1534,request_access,phi_rec_1534,1,1,1,2025-08-21T00:00:00,2025-08-29T00:00:00,benign
req_ben_307,pat_1184,request_access,phi_rec_1184,1,1,1,2025-08-17T00:00:00,2025-08-25T00:00:00,benign
req_vio_31,pat_483,request_deactivation,phi_rec_483,0,0,0,2025-06-29T00:00:00,,violation_gdpr_art17
